id,year,state_name,state_code,district_name,district_code,registration_circles,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,attempt_to_commit_rape,kidnapping_and_abduction,dacoity,mkng_preparation_and_assembly_for_comm_dacoity,robbery,criminal_trespass_or_burglary,theft,unlawful_assembly,riots,criminal_breach_of_trust,cheating,forgery,counterfeiting,arson,grievous_hurt,dowry_deaths,assault_on_women,insult_to_the_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,offences_against_state,offences_promoting_enmity_between_diff_grp,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,human_trafficking,unnatural_offence,other_ipc_crimes
398,2016,Madhya Pradesh,23,Tikamgarh,434,Tikamgarh,30,30,1,0,110,3,123,1,4,30,320,188,0,46,9,60,0,1,8,398,11,184,0,90,0,154,0,0,0,0,556,0,2,2870
399,2016,Madhya Pradesh,23,Ujjain,435,Ujjain,50,128,3,2,136,5,237,1,10,45,382,1428,0,67,16,52,12,0,27,23,4,310,20,256,0,280,0,1,6,0,1823,1,2,7496
400,2016,Madhya Pradesh,23,Umaria,436,Umaria,11,11,0,0,14,0,56,0,0,4,84,61,0,5,0,11,0,0,2,37,7,74,0,46,0,49,0,0,0,0,157,0,0,968
401,2016,Madhya Pradesh,23,Vidisha,437,Vidisha,48,57,4,16,123,2,153,4,1,35,311,579,0,35,4,33,0,0,55,209,10,329,5,149,0,196,1,0,1,0,800,0,3,3259
402,2016,Madhya Pradesh,23,Bhopal,396,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2016,Maharashtra,27,Ahmednagar,466,Ahmednagar,91,105,2,0,139,0,252,69,38,223,414,1557,8,614,50,102,3,5,34,237,4,429,11,213,0,756,0,0,18,0,1164,0,0,1343
404,2016,Maharashtra,27,Akola,467,Akola,35,59,4,0,68,2,80,4,0,57,136,591,25,59,8,86,1,1,28,91,4,177,2,147,0,144,0,0,15,0,842,0,3,1551
405,2016,Maharashtra,27,Amravati,468,Amravati Commr.,25,40,4,0,55,1,88,2,1,44,163,909,41,8,20,81,47,1,11,64,1,233,8,178,0,89,0,0,15,0,507,0,2,1372
406,2016,Maharashtra,27,Amravati,468,Amravati Rural,45,61,7,0,110,0,121,8,1,43,240,1096,32,37,27,94,0,0,92,99,3,351,4,226,0,262,0,2,6,0,1020,0,2,3264
407,2016,Maharashtra,27,Aurangabad,469,Aurangabad Commr.,44,93,3,0,90,0,209,18,16,321,346,2574,23,121,46,396,0,7,29,76,6,471,8,300,0,142,0,2,32,0,1435,2,3,1290
408,2016,Maharashtra,27,Aurangabad,469,Aurangabad Rural,54,61,6,0,62,0,106,15,4,47,212,875,26,292,10,87,0,1,24,113,17,213,5,234,0,317,0,2,5,0,1054,0,0,1348
409,2016,Maharashtra,27,Beed,470,Beed,59,92,1,0,57,0,123,20,4,87,212,799,45,268,25,98,2,0,35,143,12,225,2,343,0,271,0,0,6,0,713,0,5,1248
410,2016,Maharashtra,27,Bhandara,471,Bhandara,27,18,1,0,48,1,71,4,0,20,144,472,12,21,17,58,0,2,25,54,2,98,15,35,0,154,0,1,3,0,420,0,3,485
411,2016,Maharashtra,27,Buldhana,472,Buldhana,49,62,2,0,54,0,74,10,2,49,152,611,40,195,21,80,0,6,47,114,10,266,15,89,0,291,0,1,11,0,444,0,0,2379
412,2016,Maharashtra,27,Chandrapur,473,Chandrapur,33,54,9,0,92,0,117,2,2,35,237,555,27,62,28,83,0,0,38,89,5,207,69,128,0,243,0,0,9,0,317,0,1,2301
413,2016,Maharashtra,27,Dhule,474,Dhule,38,33,1,0,36,0,60,49,6,71,154,464,4,159,20,80,0,1,17,60,5,101,10,193,0,289,0,0,13,0,376,0,1,753
414,2016,Maharashtra,27,Gadchiroli,475,Gadchiroli,37,61,3,0,35,1,28,7,1,7,97,139,2,17,11,31,0,1,14,28,2,48,6,10,0,115,0,0,1,0,94,1,0,622
415,2016,Maharashtra,27,Gondia,476,Gondia,25,18,2,0,49,0,67,3,0,20,110,331,15,9,10,72,0,0,13,31,2,111,7,45,0,150,0,0,2,0,154,0,1,745
416,2016,Maharashtra,27,Hingoli,477,Hingoli,21,51,3,0,19,0,28,8,2,16,86,166,10,81,6,26,0,0,18,50,3,63,2,89,0,126,0,0,2,0,597,1,3,588
417,2016,Maharashtra,27,Jalgaon,478,Jalgaon,53,82,1,0,63,2,101,22,11,109,271,889,11,266,80,160,1,3,29,164,3,271,11,319,0,400,0,1,11,0,431,0,3,2608
418,2016,Maharashtra,27,Jalna,479,Jalna,47,73,8,0,51,0,71,11,2,67,155,549,10,212,10,122,0,1,20,20,14,219,0,216,0,191,0,0,3,0,5,0,0,1561
419,2016,Maharashtra,27,Kolhapur,480,Kolhapur,49,62,7,0,97,0,186,11,1,90,313,898,5,264,31,210,0,1,26,115,7,177,8,100,0,411,0,2,15,0,1038,0,1,767
420,2016,Maharashtra,27,Latur,481,Latur,46,42,7,0,50,0,114,6,9,57,201,565,32,218,13,115,0,1,53,101,5,138,1,204,0,229,0,0,0,0,359,0,0,1830
421,2016,Maharashtra,27,Mumbai,482,Mumbai Commr.,147,210,10,0,712,1,1949,45,17,1145,2552,9839,4,473,722,2637,808,24,30,1359,12,2183,425,587,0,559,0,5,240,0,3900,0,51,8971
422,2016,Maharashtra,27,Mumbai,482,Mumbai Railway,7,5,3,0,9,0,36,5,1,62,0,3315,3,0,7,68,0,0,1,8,0,74,6,0,0,0,0,0,2,0,0,3,0,101
423,2016,Maharashtra,27,Nagpur,484,Nagpur Commr.,92,90,4,0,171,0,509,27,28,340,917,3002,25,132,72,380,15,1,33,240,6,411,4,248,0,339,0,0,29,0,1139,3,11,3443
424,2016,Maharashtra,27,Nagpur,484,Nagpur Railway,5,1,0,0,2,0,15,3,2,92,3,2567,0,0,4,11,0,1,0,23,0,22,1,0,0,1,0,0,0,0,0,0,0,65
425,2016,Maharashtra,27,Nagpur,484,Nagpur Rural,45,27,7,0,66,0,111,4,0,44,283,965,23,38,21,72,0,0,48,129,1,175,13,61,0,374,0,0,4,0,833,0,4,921
426,2016,Maharashtra,27,Nanded,485,Nanded,75,79,0,0,66,0,158,10,2,58,291,747,45,242,16,117,5,1,45,130,17,191,5,245,0,257,0,1,13,0,1610,1,0,1508
427,2016,Maharashtra,27,Nandurbar,486,Nandurbar,23,28,0,0,32,0,43,7,0,36,75,264,12,117,8,28,7,1,13,25,0,55,6,66,0,156,0,0,2,0,142,0,1,583
428,2016,Maharashtra,27,Nashik,487,Nasik Commr.,39,46,2,0,30,0,197,11,17,217,287,953,10,66,33,132,50,9,25,50,3,113,3,231,0,210,0,1,20,0,454,0,2,896
429,2016,Maharashtra,27,Nashik,487,Nasik Rural,82,100,5,0,89,0,204,35,2,110,344,1046,25,456,36,188,0,6,30,991,14,257,5,250,0,718,0,5,0,0,0,0,0,1944
430,2016,Maharashtra,27,Mumbai Suburban,483,Navi Mumbai,42,27,0,0,139,0,277,10,8,200,488,1193,4,81,72,414,0,8,4,111,6,189,18,103,0,337,0,2,25,0,483,0,14,989
431,2016,Maharashtra,27,Osmanabad,488,Osmanabad,44,41,2,0,45,0,64,11,5,29,131,407,14,171,11,58,0,2,15,73,22,118,0,95,0,231,0,0,1,0,445,0,0,625
432,2016,Maharashtra,27,Palghar,665,Palghar,67,33,2,0,156,0,431,25,3,166,531,1094,7,194,33,371,16,3,10,195,1,190,19,58,0,509,0,0,14,0,349,1,8,635
434,2016,Maharashtra,27,Pune,490,Pune Commr.,130,191,13,1,354,0,850,26,18,490,1134,5520,16,267,132,952,20,5,72,659,10,661,56,379,1,510,0,0,92,0,1845,1,13,1878
435,2016,Maharashtra,27,Pune,490,Pune Railway,2,3,0,0,4,0,6,5,2,51,1,669,0,2,1,7,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,53
436,2016,Maharashtra,27,Pune,490,Pune Rural,127,104,10,1,157,1,413,29,21,133,379,2268,12,540,73,276,1,3,64,237,3,478,13,220,0,1048,0,0,18,0,759,0,4,2421
437,2016,Maharashtra,27,Raigad,491,Raigad,37,13,4,0,55,2,83,10,2,63,232,487,54,154,36,180,0,4,21,45,0,111,15,40,0,276,0,5,11,0,390,0,0,484
438,2016,Maharashtra,27,Ratnagiri,492,Ratnagiri,14,15,3,0,45,0,79,5,0,31,115,403,7,91,18,103,4,0,17,25,1,86,14,27,0,154,0,1,7,0,473,0,0,316
439,2016,Maharashtra,27,Sangli,493,Sangli,63,41,5,0,79,0,147,10,1,84,232,669,7,243,11,142,1,0,21,158,11,189,4,95,0,391,0,0,20,0,383,1,2,1928
440,2016,Maharashtra,27,Satara,494,Satara,54,40,9,1,104,0,214,24,3,121,409,1085,2,331,40,150,5,1,29,152,4,289,21,139,0,522,0,1,8,0,494,4,0,2236
441,2016,Maharashtra,27,Sindhudurg,495,Sindhudurg,6,10,0,0,13,0,27,1,0,9,81,156,6,31,9,20,9,2,7,16,1,57,3,7,0,80,0,0,5,0,152,0,1,274
442,2016,Maharashtra,27,Solapur,496,Solapur Commr.,14,27,2,0,51,0,68,6,0,85,151,632,2,86,14,108,0,1,3,23,3,84,10,83,0,79,0,1,19,0,230,0,0,374
443,2016,Maharashtra,27,Solapur,496,Solapur Rural,83,64,10,0,110,0,163,13,6,76,240,1096,3,376,17,78,19,7,53,193,4,255,1,131,0,495,0,0,8,0,617,0,2,1696
444,2016,Maharashtra,27,Thane,497,Thane Commr.,102,132,6,0,224,0,802,30,9,718,1374,3283,17,313,102,702,2,8,49,274,5,458,49,327,0,305,0,0,50,0,826,0,7,2403
445,2016,Maharashtra,27,Thane,497,Thane Rural,43,28,4,0,95,0,206,14,0,120,270,844,12,217,49,305,32,0,25,372,2,164,8,121,0,236,0,2,17,0,328,0,8,434
446,2016,Maharashtra,27,Wardha,498,Wardha,37,44,6,0,50,1,97,6,5,52,215,696,12,48,29,102,8,1,54,124,2,167,2,56,0,186,0,0,3,0,361,0,4,2580
447,2016,Maharashtra,27,Washim,499,Washim,17,37,0,0,27,0,59,3,0,28,77,325,6,73,10,33,0,0,13,66,1,100,0,116,0,126,0,0,2,0,162,0,0,990
448,2016,Maharashtra,27,Yavatmal,500,Yavatmal,75,64,4,0,91,0,128,6,2,74,259,1055,49,123,24,101,0,3,75,157,5,352,39,277,0,317,0,0,8,0,826,0,5,2498
449,2016,Manipur,14,Bishnupur,252,Bishnupur,7,17,1,0,7,0,24,0,0,1,7,40,0,11,2,4,0,0,6,28,0,9,3,5,0,14,0,0,3,0,90,0,0,26
450,2016,Manipur,14,Chandel,253,Chandel,11,19,0,2,1,0,2,0,0,0,4,9,0,4,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,5,0,0,7
451,2016,Manipur,14,Churachandpur,254,Churachandpur,4,10,0,0,2,1,2,0,0,1,2,12,0,0,0,1,2,0,2,6,0,0,0,1,0,3,0,0,2,0,1,0,0,10
452,2016,Manipur,14,Imphal West,256,C. I. D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2016,Manipur,14,Imphal East,255,Imphal East,15,43,0,0,9,0,28,0,0,2,14,250,0,28,0,26,8,1,13,55,0,14,0,9,0,0,0,0,10,0,84,0,0,127
454,2016,Manipur,14,Imphal West,256,Imphal West,12,71,1,0,21,1,48,0,1,6,21,341,1,44,14,40,14,4,14,71,0,37,1,6,0,17,7,0,20,0,150,2,0,301
455,2016,Manipur,14,Senapati,257,Senapati,5,16,0,0,1,0,14,0,0,0,1,14,0,15,0,5,0,1,2,3,0,0,0,0,0,0,1,0,15,0,16,0,0,29
456,2016,Manipur,14,Tamenglong,258,Tamenglong,2,6,0,0,0,0,5,0,0,2,0,4,0,2,0,0,0,0,9,2,0,1,0,0,0,12,0,0,6,0,13,0,0,9
457,2016,Manipur,14,Thoubal,259,Thoubal,17,21,1,0,14,1,20,0,0,3,18,126,0,14,1,10,0,1,6,51,0,4,1,7,0,11,0,0,9,0,119,0,0,24
458,2016,Manipur,14,Ukhrul,260,Ukhrul,5,8,1,0,0,0,2,1,0,0,2,5,0,1,1,2,0,0,4,1,0,0,0,0,0,3,0,0,0,0,1,0,0,4
459,2016,Meghalaya,17,East Garo Hills,273,Garo Hills East,11,2,0,0,3,1,5,5,0,2,1,51,0,0,0,4,7,2,1,1,0,1,0,4,0,0,19,0,5,0,1,0,0,40
460,2016,Meghalaya,17,North Garo Hills,656,Garo Hills North,9,2,0,0,8,0,14,3,0,1,2,18,0,0,5,4,5,0,2,2,0,2,0,1,0,1,5,0,13,0,8,0,0,10
463,2016,Meghalaya,17,West Garo Hills,278,Garo Hills West,12,9,1,0,15,4,19,2,0,11,19,118,0,0,7,12,12,0,6,13,0,6,4,5,0,23,8,4,14,0,17,0,0,46
464,2016,Meghalaya,17,West Jaintia Hills,275,Jaintia Hills West,15,10,0,0,27,1,8,4,0,8,0,62,0,0,4,17,0,0,0,26,0,9,0,0,0,11,0,0,3,0,13,0,0,92
465,2016,Meghalaya,17,East Jaintia Hills,657,Jaintia Hills East,9,9,0,0,17,0,8,3,0,7,6,50,0,0,15,22,0,0,4,9,0,4,0,0,0,16,0,0,16,0,6,0,0,148
466,2016,Meghalaya,17,East Khasi Hills,274,Khasi Hills East,19,11,1,0,56,1,51,5,0,37,146,411,0,0,28,94,24,2,8,47,0,30,13,10,0,23,3,0,17,0,50,1,0,173
467,2016,Meghalaya,17,South West Khasi Hills,658,Khasi Hills South West,2,8,0,0,8,0,2,0,0,3,0,12,0,0,1,2,1,0,1,2,0,3,0,1,0,4,0,0,5,0,0,0,0,5
468,2016,Meghalaya,17,West Khasi Hills,279,Khasi Hills West,9,5,0,0,22,0,8,0,0,6,25,25,0,0,0,12,0,0,0,0,0,2,0,1,0,8,1,0,13,0,6,0,0,22
469,2016,Meghalaya,17,Ri Bhoi,276,Ri-Bhoi,16,7,0,0,28,8,14,5,0,10,15,88,0,1,2,26,4,2,7,6,0,2,0,1,0,17,0,0,4,0,30,0,0,46
470,2016,Mizoram,15,Aizawl,261,Aizawl,14,7,3,0,5,0,3,4,0,1,419,477,0,3,18,48,8,4,15,38,0,33,0,13,0,18,0,0,7,0,15,0,0,80
471,2016,Mizoram,15,Champhai,262,Champhai,3,2,0,0,2,0,0,0,0,0,22,96,0,0,7,5,1,1,0,1,0,6,0,0,0,4,0,0,1,0,0,0,0,31
472,2016,Mizoram,15,Kolasib,263,Kolasib,3,2,0,0,5,0,2,1,0,1,88,142,0,0,3,6,1,0,0,13,0,6,0,2,0,10,0,0,3,0,2,0,0,23
473,2016,Mizoram,15,Lawngtlai,264,Lawngtlai,3,1,3,0,1,0,0,0,0,0,14,18,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,2,0,0,41
474,2016,Mizoram,15,Lunglei,265,Lunglei,2,2,1,0,5,0,1,1,0,1,50,92,1,0,1,3,1,1,3,22,0,14,1,2,0,8,0,0,1,0,2,0,0,39
475,2016,Mizoram,15,Mamit,266,Mamit,1,0,0,0,1,0,0,0,0,1,35,57,0,0,0,1,0,0,2,6,0,0,0,2,0,2,0,0,1,0,0,0,0,12
476,2016,Mizoram,15,Saiha,267,Saiha,2,0,0,0,2,0,0,0,0,0,27,53,0,0,0,2,0,0,1,21,0,3,0,0,0,3,0,0,1,0,2,0,0,13
477,2016,Mizoram,15,Serchhip,268,Serchhip,1,3,1,0,2,0,0,0,0,0,23,26,0,0,2,6,0,0,6,10,0,9,0,0,0,2,0,0,0,0,0,0,0,8
479,2016,Nagaland,13,Dimapur,244,Dimapur,11,22,1,0,9,3,82,1,0,20,69,294,0,0,18,32,29,1,2,12,1,6,0,2,0,27,4,0,95,0,24,0,0,42
480,2016,Nagaland,13,Kiphire,614,Kiphire,1,2,0,0,0,0,1,0,0,0,0,17,0,5,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,5
481,2016,Nagaland,13,Kohima,245,Kohima,4,9,4,0,7,0,3,0,0,5,8,46,0,0,1,7,26,0,0,9,0,0,8,1,0,4,0,0,21,0,0,0,0,18
482,2016,Nagaland,13,Longleng,615,Longleng,1,1,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
483,2016,Nagaland,13,Mokokchung,246,Mokokchung,5,4,0,0,1,0,1,0,0,1,3,12,0,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,5
484,2016,Nagaland,13,Mon,247,Mon,2,1,1,0,0,0,1,0,0,3,1,20,0,1,0,5,1,0,0,1,0,2,0,0,0,1,1,0,9,0,1,0,0,6
485,2016,Nagaland,13,Peren,613,Peren,4,2,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,7
486,2016,Nagaland,13,Phek,248,Phek,3,3,5,0,1,0,0,1,0,1,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
487,2016,Nagaland,13,Tuensang,249,Tuensang,3,2,0,0,1,0,2,0,0,0,10,20,0,1,2,1,1,0,0,0,0,3,0,0,0,1,0,0,5,0,2,0,0,7
488,2016,Nagaland,13,Wokha,250,Wokha,2,1,0,0,2,0,0,0,0,1,0,25,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,12
489,2016,Nagaland,13,Zunheboto,251,Zunheboto,0,3,0,0,4,0,0,0,0,1,11,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2
490,2016,Odisha,21,Anugul,344,Angul,58,162,0,0,68,6,90,30,0,116,177,491,0,80,15,114,0,0,22,36,6,255,28,130,0,197,0,0,11,0,229,6,2,985
491,2016,Odisha,21,Baleshwar,346,Balasore,68,121,0,0,112,11,245,38,0,111,248,358,0,63,9,208,2,1,30,177,48,708,20,106,0,198,0,0,35,0,309,5,0,1415
492,2016,Odisha,21,Bargarh,347,Baragarh,29,119,0,0,62,6,77,10,1,39,116,219,13,113,14,81,9,0,26,93,10,489,14,143,0,113,0,0,10,0,178,2,0,934
493,2016,Odisha,21,Baleshwar,346,Berhampur,23,97,0,0,30,0,67,36,0,45,80,161,0,38,50,112,25,0,10,23,7,203,24,24,0,118,0,0,56,0,103,3,2,64
494,2016,Odisha,21,Bhadrak,348,Bhadrak,40,141,0,0,87,11,126,8,0,32,159,193,0,21,7,111,1,1,26,31,19,382,16,50,0,109,0,0,6,0,144,0,2,1138
495,2016,Odisha,21,Balangir,345,Bolangir,21,108,0,0,74,1,114,15,4,55,105,195,0,87,12,61,0,1,30,447,0,370,15,221,0,112,0,0,14,0,198,4,0,880
496,2016,Odisha,21,Boudh,349,Boudh,14,50,0,0,21,2,23,7,0,10,22,42,0,10,5,15,0,0,13,128,4,102,9,32,0,35,0,0,2,0,87,2,0,32
497,2016,Odisha,21,Cuttack,350,Cuttack,52,81,0,0,45,2,64,17,0,65,107,197,0,76,1,70,0,1,15,56,25,102,3,44,0,88,0,0,11,0,240,0,0,1117
498,2016,Odisha,21,Khordha,362,Dcp Bbsr,47,127,0,0,71,6,186,11,9,201,250,1420,0,114,37,595,0,4,20,927,25,266,12,116,0,181,0,0,31,0,417,7,1,1328
499,2016,Odisha,21,Cuttack,350,Dcp Ctc,35,68,0,0,63,1,108,1,10,52,108,484,0,46,14,153,0,1,5,1,13,117,4,174,0,125,0,0,27,0,200,3,2,1071
500,2016,Odisha,21,Deogarh,351,Deogarh,13,25,0,0,27,3,23,2,0,8,32,37,0,15,0,19,0,0,5,13,1,100,4,23,0,70,0,0,5,0,53,3,0,195
501,2016,Odisha,21,Dhenkanal,352,Dhenkanal,36,133,0,0,38,2,80,16,4,72,93,215,0,71,6,63,0,1,21,22,0,375,16,36,0,151,0,0,39,0,209,0,1,746
502,2016,Odisha,21,Gajapati,353,Gajapati,15,17,0,0,24,0,17,1,0,5,34,31,0,16,3,26,0,0,5,4,4,58,6,20,0,44,0,0,2,0,64,8,0,72
503,2016,Odisha,21,Ganjam,354,Ganjam,55,296,0,0,57,1,117,59,0,71,130,169,0,70,58,79,1,0,35,498,20,354,50,121,0,275,0,0,49,0,302,3,4,71
504,2016,Odisha,21,Jagatsinghapur,355,Jagatsinghpur,33,89,0,0,38,8,105,7,21,75,115,156,10,71,8,126,27,0,23,211,21,281,10,125,0,100,0,0,29,0,104,0,1,513
505,2016,Odisha,21,Jajapur,356,Jajpur,64,14,0,0,82,15,126,5,3,114,216,363,0,50,9,106,0,0,17,355,41,281,6,69,0,189,0,0,4,0,284,0,4,892
506,2016,Odisha,21,Jharsuguda,357,Jharsuguda,17,39,0,0,26,0,68,8,0,71,168,278,0,40,16,33,0,3,7,30,2,103,1,24,0,72,0,0,14,0,197,0,1,382
547,2016,Punjab,3,Sri Muktsar Sahib,39,Muktsar,30,26,3,6,39,6,40,0,3,3,56,138,0,0,9,90,3,1,2,62,1,37,2,26,0,78,0,0,3,0,33,0,0,287
507,2016,Odisha,21,Kalahandi,358,Kalahandi,23,89,0,0,69,4,78,6,1,29,77,82,7,171,17,128,7,1,19,26,8,390,18,47,0,126,8,0,7,0,183,6,0,837
508,2016,Odisha,21,Kandhamal,359,Kandhamal,27,61,0,0,89,5,72,7,0,15,60,82,0,15,16,69,0,0,8,22,5,179,15,52,0,60,6,0,11,0,94,6,1,199
509,2016,Odisha,21,Kendrapara,360,Kendrapara,45,73,0,0,61,18,107,15,14,63,142,140,15,47,16,72,4,0,19,104,24,176,27,261,0,77,0,0,17,0,116,1,3,1348
510,2016,Odisha,21,Kendujhar,361,Keonjhar,77,117,0,0,89,7,136,18,0,52,141,255,0,58,37,66,0,0,30,215,11,389,13,65,0,254,0,0,20,0,303,2,1,793
511,2016,Odisha,21,Khordha,362,Khurda,34,37,0,0,40,3,73,10,3,69,82,181,0,51,9,82,0,2,11,0,17,154,15,36,0,90,0,0,18,0,154,0,0,917
512,2016,Odisha,21,Koraput,363,Koraput,49,50,0,0,103,4,115,19,0,85,133,185,0,77,3,57,0,1,13,120,2,262,8,98,0,207,0,0,8,0,181,1,0,322
513,2016,Odisha,21,Malkangiri,364,Malkangiri,36,50,8,0,35,1,60,6,0,5,32,26,0,17,0,27,0,1,2,12,2,91,9,32,0,50,0,0,11,0,66,4,0,50
514,2016,Odisha,21,Mayurbhanj,365,Mayurbhanj,90,144,1,0,146,14,117,10,2,41,187,201,24,49,15,116,8,0,9,48,0,308,22,200,0,231,0,0,21,0,269,10,1,516
515,2016,Odisha,21,Nayagarh,367,Nayagarh,34,45,1,0,35,7,59,8,9,33,55,126,23,14,2,52,1,0,9,16,15,94,4,22,0,81,0,0,10,0,126,0,2,714
516,2016,Odisha,21,Nabarangpur,366,Nabarangpur,22,52,0,0,82,3,92,5,0,14,53,78,0,96,4,28,0,2,5,42,5,267,22,106,0,77,0,0,4,0,121,8,0,710
517,2016,Odisha,21,Nuapada,368,Nuapada,9,31,0,0,24,2,42,8,0,23,36,69,0,29,3,64,0,0,9,25,5,150,4,48,0,37,0,0,6,0,88,16,0,617
518,2016,Odisha,21,Puri,369,Puri,55,107,0,0,70,4,118,9,19,95,191,364,0,81,4,97,0,1,24,275,31,394,12,63,0,134,0,0,47,0,305,1,0,1284
548,2016,Punjab,3,Pathankot,662,Pathankot,13,3,4,1,18,0,32,0,0,1,34,77,0,0,1,77,0,0,4,19,1,21,0,23,0,75,0,0,1,0,40,0,3,90
519,2016,Odisha,21,Rayagada,370,Rayagada,37,35,6,0,49,5,77,6,2,22,70,89,0,40,19,37,0,0,9,29,11,106,4,63,0,98,3,0,18,0,158,1,0,267
520,2016,Odisha,21,Sundargarh,373,Rourkela,51,72,0,0,45,4,111,23,3,87,229,447,0,67,24,90,0,0,9,379,1,215,9,80,0,152,0,0,26,0,291,0,3,375
521,2016,Odisha,21,Sambalpur,371,Sambalpur,38,87,0,0,61,3,64,17,0,142,227,481,0,57,10,106,0,1,20,85,7,284,12,45,0,176,0,0,28,0,313,0,1,821
522,2016,Odisha,21,Sonepur,372,Sonepur,10,7,0,0,10,0,22,6,0,10,23,78,0,30,1,24,0,0,7,8,6,108,1,38,0,48,0,0,3,0,114,0,0,352
523,2016,Odisha,21,Cuttack,350,Srp (Cuttack),4,3,0,0,1,1,3,1,5,7,1,549,0,0,2,7,2,0,0,0,0,5,0,0,0,1,0,0,6,0,4,4,0,56
524,2016,Odisha,21,Sundargarh,373,Srp (Rourkela),8,2,0,0,1,0,4,1,0,15,12,382,0,0,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,29
525,2016,Odisha,21,Sundargarh,373,Sundargarh,59,29,0,0,47,1,60,10,0,63,93,220,5,34,3,71,1,0,11,18,1,130,3,67,0,178,1,2,29,0,144,4,1,432
526,2016,Odisha,21,Cuttack,350,"Cid, Cb",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
527,2016,Punjab,3,Amritsar,27,Amritsar Rural,42,50,8,3,29,6,77,0,3,4,127,197,0,0,14,110,0,1,5,179,5,46,0,46,0,139,0,0,1,0,50,0,2,307
528,2016,Punjab,3,Barnala,605,Barnala,24,28,0,5,12,4,47,1,3,6,69,108,0,0,10,58,1,1,3,35,0,34,0,25,0,79,0,0,5,0,95,0,1,330
529,2016,Punjab,3,Gurdaspur,32,Batala,22,37,2,0,21,4,34,0,0,1,89,130,0,0,4,64,0,1,0,136,4,22,0,35,0,96,0,0,0,0,37,1,2,132
530,2016,Punjab,3,Bathinda,28,Bathinda,64,49,4,5,41,3,72,0,20,2,141,293,0,0,16,221,0,3,8,72,10,78,2,64,0,136,0,0,6,0,114,0,7,742
531,2016,Punjab,3,Amritsar,27,Cp Amritsar,36,61,3,3,35,2,95,2,6,28,207,1027,0,0,14,255,0,0,6,166,2,42,0,81,0,75,0,0,6,0,55,0,3,596
532,2016,Punjab,3,Jalandhar,34,Cp Jalandhar,17,32,7,6,36,2,97,1,6,4,169,384,0,0,16,352,2,2,4,29,2,75,0,167,0,103,0,0,3,0,57,7,2,568
533,2016,Punjab,3,Ludhiana,36,Cp Ludhiana,64,86,8,0,88,13,165,7,17,8,200,565,0,0,40,335,5,0,3,169,6,121,3,179,0,305,0,0,14,0,188,2,8,1117
534,2016,Punjab,3,Faridkot,29,Faridkot,18,29,3,0,13,1,19,3,10,2,69,138,0,0,5,47,0,0,1,24,2,24,1,19,0,64,0,0,2,0,45,0,4,231
535,2016,Punjab,3,Fatehgarh Sahib,30,Fatehgarh Sahib,11,5,1,2,22,0,42,0,0,2,46,68,0,0,5,127,0,0,0,35,0,14,0,29,0,113,0,0,3,0,204,0,3,318
536,2016,Punjab,3,Fazilka,651,Fazilka,17,9,5,2,49,3,35,2,1,2,63,68,0,0,4,78,0,0,0,108,3,27,1,31,0,63,0,0,2,0,30,1,6,272
537,2016,Punjab,3,Ferozepur,31,Ferozepur,29,36,4,0,37,2,47,0,6,6,116,180,0,0,8,120,0,0,0,176,0,23,0,30,0,111,0,0,2,0,57,1,4,321
538,2016,Punjab,3,Patiala,41,G. R. P.,8,2,1,0,4,0,1,0,17,0,1,220,0,0,0,2,0,1,0,13,1,6,0,0,0,12,0,0,0,0,126,0,0,76
539,2016,Punjab,3,Gurdaspur,32,Gurdaspur,10,10,2,0,10,4,27,1,0,0,42,73,0,0,6,50,1,0,2,26,1,18,0,44,0,84,0,0,1,0,19,0,1,199
